4.527930738932275379e-01,4.416359815897314967e-01,2.500867656920833237e-01,3.013295851927269009e-01
6.373734462985863880e-01,4.416359815897314967e-01,9.888722472661670704e-02,5.058110773973203411e-01
8.219538187039452382e-01,4.416359815897314967e-01,-9.747834961387891184e-02,6.470748042900420494e-01
1.006534191109304199e+00,4.416359815897314967e-01,-3.418710797362982667e-01,6.963168680962459334e-01
1.191114563514663161e+00,4.416359815897314967e-01,-6.269668545978497320e-01,6.501210676185071868e-01
1.375694935920021900e+00,4.416359815897314967e-01,-9.295006292851886176e-01,5.306239988939478458e-01
1.560275308325380861e+00,4.416359815897314967e-01,-1.207429309439654430e+00,3.736778386818664366e-01
1.744855680730739600e+00,4.416359815897314967e-01,-1.406013152225862761e+00,2.126418058186172466e-01
1.929436053136098561e+00,4.416359815897314967e-01,-1.475985805819961083e+00,6.887809438237590953e-02
2.114016425541457522e+00,4.416359815897314967e-01,-1.399288878078383647e+00,-4.499185329056798466e-02
2.298596797946816039e+00,4.416359815897314967e-01,-1.209754242181551476e+00,-1.135092718040948689e-01
2.483177170352175445e+00,4.416359815897314967e-01,-9.943421239758221120e-01,-1.106203136391230579e-01
2.667757542757533962e+00,4.416359815897314967e-01,-8.686354870072596768e-01,-5.863118698585023658e-03
2.852337915162893367e+00,4.416359815897314967e-01,-9.346621741410316986e-01,2.163827104068523077e-01
3.036918287568251884e+00,4.416359815897314967e-01,-1.240591615466096087e+00,5.370139408201191067e-01
3.221498659973610401e+00,4.416359815897314967e-01,-1.762259744337951961e+00,8.968372733929212970e-01
4.527930738932275379e-01,6.275085757814159448e-01,4.929004592687034059e-01,1.734719559991871884e-01
6.373734462985863880e-01,6.275085757814159448e-01,3.706131003628841958e-01,4.062189012329203708e-01
8.219538187039452382e-01,6.275085757814159448e-01,2.116948633103428179e-01,5.616649367107481305e-01
1.006534191109304199e+00,6.275085757814159448e-01,1.794051145424768734e-02,6.072486518932712629e-01
1.191114563514663161e+00,6.275085757814159448e-01,-2.046257957814674455e-01,5.452260388262245572e-01
1.375694935920021900e+00,6.275085757814159448e-01,-4.415229151362380922e-01,4.122554466432620801e-01
